740c|je 0x3f8013fb6
f3450f110c24|movss %xmm9,(%r12)
4c634338|movslq 0x38(%rbx),%r8
7424|je 0x3e633c047
488b0572f00100|mov 0x1f072(%rip),%rax 
4e8d4c0701|lea 0x1(%rdi,%r8,1),%r9
488d05e1280800|lea 0x828e1(%rip),%rax 
83fe15|cmp $0x15,%esi
488d051db29e00|lea 0x9eb21d(%rip),%rax 
c78424a8010000|movl $0x965,0x1a8(%rsp)
0fb7057be00200|movzwl 0x2e07b(%rip),%eax 
0f85effaffff|jne 0x100472939
e808c0feff|callq 0x3f4e2c550
75db|jne 0x3ff1188c2
c70601010000|movl $0x101,(%rsi)
4d89fc|mov %r15,%r12
0f8414020000|je 0x3f9e3ac50
e89c330000|callq 0x3f9666278
730d|jae 0x3ff325607
e8ec66faff|callq 0x3f751a900
488bb7e81f0000|mov 0x1fe8(%rdi),%rsi
89838c070000|mov %eax,0x78c(%rbx)
4a892c00|mov %rbp,(%rax,%r8,1)
e861bef9ff|callq 0x3f60787b0
4180f929|cmp $0x29,%r9b
488d0d657c1900|lea 0x197c65(%rip),%rcx 
488d1533780200|lea 0x27833(%rip),%rdx 
488d0d07310700|lea 0x73107(%rip),%rcx 
488d15098e0400|lea 0x48e09(%rip),%rdx 
4c8d052ee71800|lea 0x18e72e(%rip),%r8 
488d2de57a1800|lea 0x187ae5(%rip),%rbp 
488d15cad51c00|lea 0x1cd5ca(%rip),%rdx 
488d0dd8ec2e00|lea 0x2eecd8(%rip),%rcx 
488d0dfb890d00|lea 0xd89fb(%rip),%rcx 
3b4af0|cmp -0x10(%rdx),%ecx
488d056a560500|lea 0x5566a(%rip),%rax 
488d053ad30000|lea 0xd33a(%rip),%rax 
4c8d25fc713501|lea 0x13571fc(%rip),%r12 
4883fbdb|cmp $0xffffffffffffffdb,%rbx
4c69ff28020000|imul $0x228,%rdi,%r15
740f|je 0x3f4859e3e
0f8519fdffff|jne 0x3f3855724
488d15cad30700|lea 0x7d3ca(%rip),%rdx 
488b3542890c00|mov 0xc8942(%rip),%rsi 
4889ab00420000|mov %rbp,0x4200(%rbx)
0f84c9fdffff|je 0x3f54534f0
eb5b|jmp 0x10043cd60
e8fa130000|callq 0x3f2bd5d20
4c8d15d5f31b00|lea 0x1bf3d5(%rip),%r10 
488b058f7c0100|mov 0x17c8f(%rip),%rax 
6641837a1807|cmpw $0x7,0x18(%r10)
803d7595010000|cmpb $0x0,0x19575(%rip) 
498d8fa8070000|lea 0x7a8(%r15),%rcx
e9a0f8ffff|jmpq 0x10049545c
4c8d053d051600|lea 0x16053d(%rip),%r8 
4c8d05e7350000|lea 0x35e7(%rip),%r8 
488d3d922f0200|lea 0x22f92(%rip),%rdi 
488b05d7660500|mov 0x566d7(%rip),%rax 
488d3d9e620600|lea 0x6629e(%rip),%rdi 
488d0d53281c00|lea 0x1c2853(%rip),%rcx 
488b9b80030000|mov 0x380(%rbx),%rbx
483b0d2f7c2900|cmp 0x297c2f(%rip),%rcx 
e84b870100|callq 0x3fe07aff0
bac0a80100|mov $0x1a8c0,%edx
49890431|mov %rax,(%r9,%rsi,1)
f3450f105518|movss 0x18(%r13),%xmm10
448d889c050000|lea 0x59c(%rax),%r9d
c644242b00|movb $0x0,0x2b(%rsp)
488d354e030000|lea 0x34e(%rip),%rsi 
f20f1015628503|movsd 0x38562(%rip),%xmm2 
488d3defd50e00|lea 0xed5ef(%rip),%rdi 
80780606|cmpb $0x6,0x6(%rax)
488d05868a0100|lea 0x18a86(%rip),%rax 
488d05a03e0400|lea 0x43ea0(%rip),%rax 
488d15aa140f00|lea 0xf14aa(%rip),%rdx 
44895640|mov %r10d,0x40(%rsi)
4c8b35fd8b0f00|mov 0xf8bfd(%rip),%r14 
4889052e120000|mov %rax,0x122e(%rip) 
478d9c01bbd2d7|lea 0x2ad7d2bb(%r9,%r8,1),%r11d
e8d71f2900|callq 0x3f2764690
e8bbfa0200|callq 0x3f7375608
7408|je 0x3f5a77a7d
6689b424be0000|mov %si,0xbe(%rsp)
48c70557e80a00|movq $0x0,0xae857(%rip) 
8b9574010000|mov 0x174(%rbp),%edx
e8c896feff|callq 0x3f8126e20
488d15a3120300|lea 0x312a3(%rip),%rdx 
e81e98fcff|callq 0x100416aa0
48634940|movslq 0x40(%rcx),%rcx
0f8450feffff|je 0x3f78ddee1
418148f800000f|orl $0xf0000,-0x8(%r8)
488b0538801000|mov 0x108038(%rip),%rax 
488d0d30cd0100|lea 0x1cd30(%rip),%rcx 
488b05458e3700|mov 0x378e45(%rip),%rax 
488d15ebd00500|lea 0x5d0eb(%rip),%rdx 
488d1553970600|lea 0x69753(%rip),%rdx 
41c60029|movb $0x29,(%r8)
488b0d6c0c0100|mov 0x10c6c(%rip),%rcx 
4d8d8648010000|lea 0x148(%r14),%r8
4c8b2d6dab1d00|mov 0x1dab6d(%rip),%r13 
488d05a3750400|lea 0x475a3(%rip),%rax 
e8a8150000|callq 0x3e5f49990
488b0dd6800a00|mov 0xa80d6(%rip),%rcx 
488d152bb30a00|lea 0xab32b(%rip),%rdx 
488d15396f1f00|lea 0x1f6f39(%rip),%rdx 
488d0db88f2c00|lea 0x2c8fb8(%rip),%rcx 
488d156ff20500|lea 0x5f26f(%rip),%rdx 
d905735f0200|flds 0x25f73(%rip) 
e9dbfaffff|jmpq 0x100401445
488d058d3f2800|lea 0x283f8d(%rip),%rax 
488d15286aae00|lea 0xae6a28(%rip),%rdx 
7460|je 0x100401680
4c8d052d520000|lea 0x522d(%rip),%r8 
488d0d36a0b500|lea 0xb5a036(%rip),%rcx 
488d3ddecf0400|lea 0x4cfde(%rip),%rdi 
4180791d00|cmpb $0x0,0x1d(%r9)
41b816000000|mov $0x16,%r8d
db2d348a0100|fldt 0x18a34(%rip) 
660fe4e1|pmulhuw %xmm1,%xmm4
488d1506dd0800|lea 0x8dd06(%rip),%rdx 
e8d8880300|callq 0x3f2fac550
41c74424140a00|movl $0xa,0x14(%r12)
830c8802|orl $0x2,(%rax,%rcx,4)
488d05b9ee1200|lea 0x12eeb9(%rip),%rax 
f6878900000008|testb $0x8,0x89(%rdi)
4c8d0552120100|lea 0x11252(%rip),%r8 
488d15774e0800|lea 0x84e77(%rip),%rdx 
488d0d11a20300|lea 0x3a211(%rip),%rcx 
488d15b0501f00|lea 0x1f50b0(%rip),%rdx 
488b051a6c0300|mov 0x36c1a(%rip),%rax 
488d0525887d00|lea 0x7d8825(%rip),%rax 
488d15725b0400|lea 0x45b72(%rip),%rdx 
440fbe8424c800|movsbl 0xc8(%rsp),%r8d
488d0d153a1f00|lea 0x1f3a15(%rip),%rcx 
e97bf6ffff|jmpq 0x1005bc912
e8c7fcffff|callq 0x3f25e2160
48ff2577a60600|rex.W jmpq *0x6a677(%rip) 
c57d6f53e0|vmovdqa -0x20(%rbx),%ymm10
488d1526f81f00|lea 0x1ff826(%rip),%rdx 
448b3ca9|mov (%rcx,%rbp,4),%r15d
e81af9ffff|callq 0x3e503ff40
41ba65000000|mov $0x65,%r10d
4c8d15ef5ffdff|lea -0x2a011(%rip),%r10 
488d0d04bc2d00|lea 0x2dbc04(%rip),%rcx 
488d0d3eb59e00|lea 0x9eb53e(%rip),%rcx 
418b94240c0300|mov 0x30c(%r12),%edx
488d05f1570a00|lea 0xa57f1(%rip),%rax 
488d056bd1e400|lea 0xe4d16b(%rip),%rax 
488d15882d1600|lea 0x162d88(%rip),%rdx 
0f8fb8060000|jg 0x100416620
488b05b9f10c00|mov 0xcf1b9(%rip),%rax 
488d0d0f8f3300|lea 0x338f0f(%rip),%rcx 
488d058604ffff|lea -0xfb7a(%rip),%rax 
4c8d05c25c0000|lea 0x5cc2(%rip),%r8 
488905af640700|mov %rax,0x764af(%rip) 
488d1561c50300|lea 0x3c561(%rip),%rdx 
488b0d19b20400|mov 0x4b219(%rip),%rcx 
d905665e0000|flds 0x5e66(%rip) 
8944da04|mov %eax,0x4(%rdx,%rbx,8)
488b0d77dc0200|mov 0x2dc77(%rip),%rcx 
488b0dd05e1100|mov 0x115ed0(%rip),%rcx 
488db99a500000|lea 0x509a(%rcx),%rdi
4c8d052a600900|lea 0x9602a(%rip),%r8 
488d3d66bd0000|lea 0xbd66(%rip),%rdi 
f30f10ac24d000|movss 0xd0(%rsp),%xmm5
48c70530dc9c00|movq $0xd,0x9cdc30(%rip) 
ebd2|jmp 0x3f80576d4
488d15182b1200|lea 0x122b18(%rip),%rdx 
488d0d31e40100|lea 0x1e431(%rip),%rcx 
488d15701a1a00|lea 0x1a1a70(%rip),%rdx 
488d0526122800|lea 0x281226(%rip),%rax 
488d0dd0770700|lea 0x777d0(%rip),%rcx 
48c70532b61500|movq $0x0,0x15b632(%rip) 
e896720000|callq 0x3f4131e40
f20f112ded6301|movsd %xmm5,0x163ed(%rip) 
74f3|je 0x3f7a7a960
4d8b8c24280200|mov 0x228(%r12),%r9
7412|je 0x3f8adf463
448b8e90020000|mov 0x290(%rsi),%r9d
4c8d0df8680100|lea 0x168f8(%rip),%r9 
41f645000f|testb $0xf,0x0(%r13)
448b8424200300|mov 0x320(%rsp),%r8d
0f8757ffffff|ja 0x1006e29af
48898678070000|mov %rax,0x778(%rsi)
488d0d9d9f0a00|lea 0xa9f9d(%rip),%rcx 
488d05e30d0500|lea 0x50de3(%rip),%rax 
488d0dc8393100|lea 0x3139c8(%rip),%rcx 
488b0d69f20400|mov 0x4f269(%rip),%rcx 
0f88ad0b0000|js 0x3fe24ec52
498d541630|lea 0x30(%r14,%rdx,1),%rdx
488d15621c2100|lea 0x211c62(%rip),%rdx 
488d0d98b20200|lea 0x2b298(%rip),%rcx 
41838594010000|addl $0x1,0x194(%r13)
4c8d052fda0400|lea 0x4da2f(%rip),%r8 
488b05ec9c0500|mov 0x59cec(%rip),%rax 
488d0d683a0000|lea 0x3a68(%rip),%rcx 
8b151ae10000|mov 0xe11a(%rip),%edx 
488d153d8e2a00|lea 0x2a8e3d(%rip),%rdx 
0f8500ffffff|jne 0x100423577
488d0d1ed41200|lea 0x12d41e(%rip),%rcx 
89af34030000|mov %ebp,0x334(%rdi)
488d3d3b210500|lea 0x5213b(%rip),%rdi 
f6041102|testb $0x2,(%rcx,%rdx,1)
440fb6e0|movzbl %al,%r12d
49335e10|xor 0x10(%r14),%rbx
837c247807|cmpl $0x7,0x78(%rsp)
488d05488afeff|lea -0x175b8(%rip),%rax 
488d15af192200|lea 0x2219af(%rip),%rdx 
41b89e130000|mov $0x139e,%r8d
488d0538f3ffff|lea -0xcc8(%rip),%rax 
e81bf1ffff|callq 0x3f98a2c90
418887c8190000|mov %al,0x19c8(%r15)
488d0da2750800|lea 0x875a2(%rip),%rcx 
7532|jne 0x10055a300
0f8570ffffff|jne 0x3e78ab59c
db2d95bb0200|fldt 0x2bb95(%rip) 
b85c760000|mov $0x765c,%eax
8b05101c0600|mov 0x61c10(%rip),%eax 
488d05b9201b00|lea 0x1b20b9(%rip),%rax 
660fd405ef0b00|paddq 0xbef(%rip),%xmm0 
e8ea2b1a00|callq 0x3f45cee50
e94af0ffff|jmpq 0x3e64e7216
4c8ba080010000|mov 0x180(%rax),%r12
e88fdefcfe|callq 0x3fbc67420
e8532bfeff|callq 0x3f6b18660
488d055d7f0e00|lea 0xe7f5d(%rip),%rax 
4c8d05ad610100|lea 0x161ad(%rip),%r8 
488d1562dd2f00|lea 0x2fdd62(%rip),%rdx 
8b05924a0100|mov 0x14a92(%rip),%eax 
488d15b84e0800|lea 0x84eb8(%rip),%rdx 
4c8d0d53220700|lea 0x72253(%rip),%r9 
4c8d05e96b0900|lea 0x96be9(%rip),%r8 
488d05d3ec0200|lea 0x2ecd3(%rip),%rax 
48833d644fa000|cmpq $0x0,0xa04f64(%rip) 
488d0d9ad6ffff|lea -0x2966(%rip),%rcx 
e89975fcff|callq 0x3f9e3a528
488d15455e1f00|lea 0x1f5e45(%rip),%rdx 
488d0592af3c01|lea 0x13caf92(%rip),%rax 
488d1545161800|lea 0x181645(%rip),%rdx 
488d9158010000|lea 0x158(%rcx),%rdx
0f8264ffffff|jb 0x3e60858d0
0f842effffff|je 0x10064766f
488d1575150300|lea 0x31575(%rip),%rdx 
488b0d1b751300|mov 0x13751b(%rip),%rcx 
8b0544ec0700|mov 0x7ec44(%rip),%eax 
e9c767fcff|jmpq 0x3f9a59550
488d05da4d0700|lea 0x74dda(%rip),%rax 
488d156e431400|lea 0x14436e(%rip),%rdx 
488d0527850800|lea 0x88527(%rip),%rax 
c6842460020000|movb $0x25,0x260(%rsp)
48394d20|cmp %rcx,0x20(%rbp)
e80d700500|callq 0x3f4bba330
488d0501190700|lea 0x71901(%rip),%rax 
41034d20|add 0x20(%r13),%ecx
488b15e9a34f01|mov 0x14fa3e9(%rip),%rdx 
e983d3ffff|jmpq 18019e419 
488d15bca70100|lea 0x1a7bc(%rip),%rdx 
488d05bf080800|lea 0x808bf(%rip),%rax 
664439511a|cmp %r10w,0x1a(%rcx)
488d152ac40900|lea 0x9c42a(%rip),%rdx 
488d15cee33200|lea 0x32e3ce(%rip),%rdx 
f20f58059d8108|addsd 0x8819d(%rip),%xmm0 
488d1506a60600|lea 0x6a606(%rip),%rdx 
4401f9|add %r15d,%ecx
488d0d97710100|lea 0x17197(%rip),%rcx 
0f84b4f1ffff|je 0x3fe86a712
440fbf8608fcff|movswl -0x3f8(%rsi),%r8d
80bfd201000000|cmpb $0x0,0x1d2(%rdi)
488d0d95980400|lea 0x49895(%rip),%rcx 
488d15ccaf2100|lea 0x21afcc(%rip),%rdx 
4c8b05ebf8e000|mov 0xe0f8eb(%rip),%r8 
db2d9c4e0000|fldt 0x4e9c(%rip) 
f30f5ac5|cvtss2sd %xmm5,%xmm0
e82cff54ff|callq 0x3fe7c4590
488b1d44181200|mov 0x121844(%rip),%rbx 
488d055b430a00|lea 0xa435b(%rip),%rax 
4c8d0dd20a0400|lea 0x40ad2(%rip),%r9 
488d1546f8ffff|lea -0x7ba(%rip),%rdx 
488d1513232600|lea 0x262313(%rip),%rdx 
8b15fc603200|mov 0x3260fc(%rip),%edx 
4c8d05940e1900|lea 0x190e94(%rip),%r8 
0f84d5020000|je 0x3f9d84d3d
7e0c|jle 0x3e885c530
7405|je 0x3f5b3ce1d
488d05963b0400|lea 0x43b96(%rip),%rax 
488d153fa10400|lea 0x4a13f(%rip),%rdx 
488d0d82f00500|lea 0x5f082(%rip),%rcx 
660f7f7760|movdqa %xmm6,0x60(%rdi)
488d0d8d620500|lea 0x5628d(%rip),%rcx 
0f84a8edffff|je 0x3fe0565f7
c784244c010000|movl $0x28,0x14c(%rsp)
4c8da338030000|lea 0x338(%rbx),%r12
488d0585bf0300|lea 0x3bf85(%rip),%rax 
488b1dff4e0a00|mov 0xa4eff(%rip),%rbx 
4c8d05166e0300|lea 0x36e16(%rip),%r8 
c462d5900c8a|vpgatherdq %ymm5,(%rdx,%xmm1,4),%ymm9
41b900009200|mov $0x920000,%r9d
0f8467ffffff|je 0x1004b85b2
c7056d830d0000|movl $0x0,0xd836d(%rip) 
488d1534e92c00|lea 0x2ce934(%rip),%rdx 
4881c438300000|add $0x3038,%rsp
4c8b0589fb0300|mov 0x3fb89(%rip),%r8 
4c8d050a722800|lea 0x28720a(%rip),%r8 
4c8d0d8a920000|lea 0x928a(%rip),%r9 
803de115000000|cmpb $0x0,0x15e1(%rip) 
e80209fdff|callq 0x3f9061ad0
488d0dfc9c2400|lea 0x249cfc(%rip),%rcx 
48ff25e5791e00|rex.W jmpq *0x1e79e5(%rip) 
e8e6dad8ff|callq 0x3f4c75160
e84a0cf2ff|callq 0x3fced5a80
488d15939f0a00|lea 0xa9f93(%rip),%rdx 
e95cf3ffff|jmpq 0x3fe68ebef
488b0562855e00|mov 0x5e8562(%rip),%rax 
4c89a6f00a0000|mov %r12,0xaf0(%rsi)
0fb7b020170000|movzwl 0x1720(%rax),%esi
0f88dcf1ffff|js 0x1004055a4
7507|jne 0x10041fc7c
81e3ff610000|and $0x61ff,%ebx
412abd15155415|sub 0x15541515(%r13),%dil
c7842484000000|movl $0xffffffff,0x84(%rsp)
488b0d1c0e0900|mov 0x90e1c(%rip),%rcx 
c7059b223200fe|movl $0xfffffffe,0x32229b(%rip) 
488b0575c50f00|mov 0xfc575(%rip),%rax 
488905dd291100|mov %rax,0x1129dd(%rip) 
48b86420697320|movabs $0x6c61632073692064,%rax
48891d89631000|mov %rbx,0x106389(%rip) 
488d15212c0500|lea 0x52c21(%rip),%rdx 
db2d15ff0000|fldt 0xff15(%rip) 
4c8d0526f80200|lea 0x2f826(%rip),%r8 
b88c3ac796|mov $0x96c73a8c,%eax
899668010000|mov %edx,0x168(%rsi)
488d0df2630f00|lea 0xf63f2(%rip),%rcx 
488b0519150600|mov 0x61519(%rip),%rax 
eb9e|jmp 0x3fabd764e
488b3df3130100|mov 0x113f3(%rip),%rdi 
488d15affaffff|lea -0x551(%rip),%rdx 
c5d572d514|vpsrld $0x14,%ymm5,%ymm5
443b25f40d0300|cmp 0x30df4(%rip),%r12d 
7ce8|jl 0x3fee0cb36
488db424600600|lea 0x660(%rsp),%rsi
488b1db03c0700|mov 0x73cb0(%rip),%rbx 
4c8b254f0d0400|mov 0x40d4f(%rip),%r12 
4c8d9bc8000000|lea 0xc8(%rbx),%r11
488d05703f0100|lea 0x13f70(%rip),%rax 
0f84a6020000|je 0x100401990
4889050d140100|mov %rax,0x1140d(%rip) 
480500e40000|add $0xe400,%rax
bad2010000|mov $0x1d2,%edx
488b80c0210000|mov 0x21c0(%rax),%rax
4c8925455c3700|mov %r12,0x375c45(%rip) 
488d34a8|lea (%rax,%rbp,4),%rsi
488d0da0120400|lea 0x412a0(%rip),%rcx 
488d15b9770d00|lea 0xd77b9(%rip),%rdx 
74e9|je 0x100427918
488d15773f1900|lea 0x193f77(%rip),%rdx 
0f8415010000|je 0x3f9ff285e
488d2d94e06000|lea 0x60e094(%rip),%rbp 
488d0db9550000|lea 0x55b9(%rip),%rcx 
4c8b35f0e51100|mov 0x11e5f0(%rip),%r14 
3d8b020000|cmp $0x28b,%eax
488d3d92582600|lea 0x265892(%rip),%rdi 
488d153d2e1a00|lea 0x1a2e3d(%rip),%rdx 
488b443110|mov 0x10(%rcx,%rsi,1),%rax
488b05b3c01300|mov 0x13c0b3(%rip),%rax 
893d9e3f0500|mov %edi,0x53f9e(%rip) 
4c8b2d6cd93f00|mov 0x3fd96c(%rip),%r13 
0f865c030000|jbe 0x3fc750120
ff2502480100|jmpq *0x14802(%rip) 
c6054532070000|movb $0x0,0x73245(%rip) 
488b8910050000|mov 0x510(%rcx),%rcx
488b358aec1100|mov 0x11ec8a(%rip),%rsi 
488d0dc8ec0500|lea 0x5ecc8(%rip),%rcx 
488d0d213e0900|lea 0x93e21(%rip),%rcx 
488b055296b101|mov 0x1b19652(%rip),%rax 
4c8d055ebb0b00|lea 0xbbb5e(%rip),%r8 
44037008|add 0x8(%rax),%r14d
0fb78fea010000|movzwl 0x1ea(%rdi),%ecx
488d05a3010b00|lea 0xb01a3(%rip),%rax 
4c8d3537431300|lea 0x134337(%rip),%r14 
480904d1|or %rax,(%rcx,%rdx,8)
e84988f7ff|callq 0x3f2f60370
488d3d1c040600|lea 0x6041c(%rip),%rdi 
488d3d472e0500|lea 0x52e47(%rip),%rdi 
488d0dfa290000|lea 0x29fa(%rip),%rcx 
e85807faff|callq 0x1004e2090
488d1568980200|lea 0x29868(%rip),%rdx 
448b3da7d20e00|mov 0xed2a7(%rip),%r15d 
488d1514240100|lea 0x12414(%rip),%rdx 
f20f112dc81c00|movsd %xmm5,0x1cc8(%rip) 
488d154e4b0300|lea 0x34b4e(%rip),%rdx 
e814db0900|callq 0x100616330
488d3d2bfb0200|lea 0x2fb2b(%rip),%rdi 
7506|jne 0x3e775bbfd
4c8d05e1550500|lea 0x555e1(%rip),%r8 
488b1d12930300|mov 0x39312(%rip),%rbx 
49b80000000000|movabs $0x3ff0000000000000,%r8
488d05c4c80f00|lea 0xfc8c4(%rip),%rax 
488d0dcca70400|lea 0x4a7cc(%rip),%rcx 
48c705ecd90600|movq $0x0,0x6d9ec(%rip) 
488d35d2d40a00|lea 0xad4d2(%rip),%rsi 
4c8d0d1b9b0800|lea 0x89b1b(%rip),%r9 
488d050bdf0000|lea 0xdf0b(%rip),%rax 
e869e5f9ff|callq 0x3f45ce278
4c8d05b6ce0900|lea 0x9ceb6(%rip),%r8 
6644890c0f|mov %r9w,(%rdi,%rcx,1)
488b3d03b00500|mov 0x5b003(%rip),%rdi 
48bb6f20746172|movabs $0x746567726174206f,%rbx
488b056da50800|mov 0x8a56d(%rip),%rax 
488b1d39fa0100|mov 0x1fa39(%rip),%rbx 
4c8d05e0b01b00|lea 0x1bb0e0(%rip),%r8 
db2d12990100|fldt 0x19912(%rip) 
488d0d0a690300|lea 0x3690a(%rip),%rcx 
7406|je 0x3ff0b5c1b
7452|je 0x3e6c8d438
4c8b05cf333800|mov 0x3833cf(%rip),%r8 
488d0d49363700|lea 0x373649(%rip),%rcx 
4881c4d0000000|add $0xd0,%rsp
483b0d4dd31f00|cmp 0x1fd34d(%rip),%rcx 
dd05b6a50100|fldl 0x1a5b6(%rip) 
448ba3a4020000|mov 0x2a4(%rbx),%r12d
f20f1005c37900|movsd 0x79c3(%rip),%xmm0 
0f845ffbffff|je 0x3fe786af1
44335c242c|xor 0x2c(%rsp),%r11d
74c0|je 0x1005ade0c
ff25fefa0600|jmpq *0x6fafe(%rip) 
8d37|lea (%rdi),%esi
4c8d2de21f0500|lea 0x51fe2(%rip),%r13 
e853d5f9fe|callq 0x3fe0fc1d0
3d10270000|cmp $0x2710,%eax
460fb75c5d00|movzwl 0x0(%rbp,%r11,2),%r11d
80b9a002000007|cmpb $0x7,0x2a0(%rcx)
488b8538010000|mov 0x138(%rbp),%rax
db3d395d0200|fstpt 0x25d39(%rip) 
e8f4a2acfe|callq 0x3fbd562f0
488d15e2710500|lea 0x571e2(%rip),%rdx 
488b05a6530500|mov 0x553a6(%rip),%rax 
488b1dfe010c00|mov 0xc01fe(%rip),%rbx 
488b35c0d61800|mov 0x18d6c0(%rip),%rsi 
488d151c9a0a00|lea 0xa9a1c(%rip),%rdx 
41235c2404|and 0x4(%r12),%ebx
0f6f25a69a0300|movq 0x39aa6(%rip),%mm4 
488b1d06a61b00|mov 0x1ba606(%rip),%rbx 
488d05031d1000|lea 0x101d03(%rip),%rax 
0fb7444464|movzwl 0x64(%rsp,%rax,2),%eax
4c89b424780200|mov %r14,0x278(%rsp)
4c3b2d69d9e500|cmp 0xe5d969(%rip),%r13 
488d9424700b00|lea 0xb70(%rsp),%rdx
488d15f0b94200|lea 0x42b9f0(%rip),%rdx 
488d0d80430a00|lea 0xa4380(%rip),%rcx 
e8e0690100|callq 0x3f33d7d50
7408|je 0x3fe9022b4
4c8da6a0000000|lea 0xa0(%rsi),%r12
e920ffffff|jmpq 0x3f6367f24
48890572401100|mov %rax,0x114072(%rip) 
4c8d0dd96b1200|lea 0x126bd9(%rip),%r9 
488d152d2b0800|lea 0x82b2d(%rip),%rdx 
488b0509130500|mov 0x51309(%rip),%rax 
4c8d059c0b0200|lea 0x20b9c(%rip),%r8 
488d15671d0700|lea 0x71d67(%rip),%rdx 
448b6a28|mov 0x28(%rdx),%r13d
48b8f81ff08fe8|movabs $0x1e88ff01ff8,%rax
4c8d0515fe0c00|lea 0xcfe15(%rip),%r8 
e8b1c71b00|callq 0x3f4ec7080
440f289424a018|movaps 0x18a0(%rsp),%xmm10
48b8106cccf703|movabs $0x3f7cc6c10,%rax
39842418010000|cmp %eax,0x118(%rsp)
488d1598875400|lea 0x548798(%rip),%rdx 
488d1553a10400|lea 0x4a153(%rip),%rdx 
488d05791cf500|lea 0xf51c79(%rip),%rax 
c4627d588f8801|vpbroadcastd 0x188(%rdi),%ymm9
db3d661b0200|fstpt 0x21b66(%rip) 
e9a3fdffff|jmpq 0x3fe9c5873
0fb60c32|movzbl (%rdx,%rsi,1),%ecx
488b2d0b002b00|mov 0x2b000b(%rip),%rbp 
4c8d0554930600|lea 0x69354(%rip),%r8 
e8a7cc0100|callq 0x3e75c6c90
c705b105040001|movl $0x1,0x405b1(%rip) 
41806722fb|andb $0xfb,0x22(%r15)
488905d3070300|mov %rax,0x307d3(%rip) 
488d1545930000|lea 0x9345(%rip),%rdx 
db2daaaa0200|fldt 0x2aaaa(%rip) 
488d15206d0900|lea 0x96d20(%rip),%rdx 
488d150b343100|lea 0x31340b(%rip),%rdx 
488d051e934401|lea 0x144931e(%rip),%rax 
488d153a020a00|lea 0xa023a(%rip),%rdx 
660f6f35385103|movdqa 0x35138(%rip),%xmm6 
c7440450000000|movl $0x0,0x50(%rsp,%rax,1)
c78424d0000000|movl $0x21,0xd0(%rsp)
6644890d9aa509|mov %r9w,0x9a59a(%rip) 
e8ca420100|callq 0x3f4bb12c8
488d05c33a9e00|lea 0x9e3ac3(%rip),%rax 
e891fdffff|callq 0x3e72469b0
488d15c8330f00|lea 0xf33c8(%rip),%rdx 
488d0566fc0e00|lea 0xefc66(%rip),%rax 
488b0529600b00|mov 0xb6029(%rip),%rax 
e8e2c7ffff|callq 0x3e819cab0
7466|je 0x3f7cefb32
4c8d053c0f0700|lea 0x70f3c(%rip),%r8 
74bc|je 0x3e508b9a0
488d15ba3d0600|lea 0x63dba(%rip),%rdx 
488d05eba80c00|lea 0xca8eb(%rip),%rax 
48833d1ca80000|cmpq $0x0,0xa81c(%rip) 
488b1da2de2f00|mov 0x2fdea2(%rip),%rbx 
488d1534ad5400|lea 0x54ad34(%rip),%rdx 
4889bb20210100|mov %rdi,0x12120(%rbx)
488d15bda50200|lea 0x2a5bd(%rip),%rdx 
41c682e2000000|movb $0x7,0xe2(%r10)
488d0dcd130100|lea 0x113cd(%rip),%rcx 
488d05deda0300|lea 0x3dade(%rip),%rax 
4c8d2da0850a00|lea 0xa85a0(%rip),%r13 
e87a22f1ff|callq 0x10042c860
488d15cab22400|lea 0x24b2ca(%rip),%rdx 
4c09441018|or %r8,0x18(%rax,%rdx,1)
488d154c040600|lea 0x6044c(%rip),%rdx 
488d0d10ab0100|lea 0x1ab10(%rip),%rcx 
488b1dc4f60900|mov 0x9f6c4(%rip),%rbx 
488b0dda3d0600|mov 0x63dda(%rip),%rcx 
488d156cda1a00|lea 0x1ada6c(%rip),%rdx 
f7c200000800|test $0x80000,%edx
488b059efc9001|mov 0x190fc9e(%rip),%rax 
488d0d3e448600|lea 0x86443e(%rip),%rcx 
744f|je 0x100471c8d
8b97b4000000|mov 0xb4(%rdi),%edx
740a|je 0x3faa0ac22
c705fa81110018|movl $0x18,0x1181fa(%rip) 
488d0d51c30500|lea 0x5c351(%rip),%rcx 
498bab08010000|mov 0x108(%r11),%rbp
488d0d40ed0e00|lea 0xeed40(%rip),%rcx 
488d159a190500|lea 0x5199a(%rip),%rdx 
488d15a3943d00|lea 0x3d94a3(%rip),%rdx 
488b050ea41600|mov 0x16a40e(%rip),%rax 
493986a0710000|cmp %rax,0x71a0(%r14)
488d059a1b8600|lea 0x861b9a(%rip),%rax 
c681b100000000|movb $0x0,0xb1(%rcx)
f20f100d7fb433|movsd 0x33b47f(%rip),%xmm1 
e9a7fbffff|jmpq 0x3f3c3240b
488d05592e3801|lea 0x1382e59(%rip),%rax 
488d05775a0000|lea 0x5a77(%rip),%rax 
0f6f2db4120300|movq 0x312b4(%rip),%mm5 
e8be85feff|callq 0x3f997c740
488b0524061100|mov 0x110624(%rip),%rax 
e8f56d1800|callq 0x100654290
4889054aed1800|mov %rax,0x18ed4a(%rip) 
e862fbffff|callq 0x3fa68a380
e8cd85faff|callq 0x1005cd450
4889051bc90300|mov %rax,0x3c91b(%rip) 
7508|jne 0x3f797b229
e8cdba0900|callq 0x3e84322f0
